,Ship Mode,Segment,Market,Category,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
41178,Standard Class,Consumer,APAC,Office Supplies,44.1228,4,0.17,17.4828,1.71,Medium
41179,First Class,Home Office,APAC,Office Supplies,13.716,1,0.1,0.606,1.71,High
41180,Standard Class,Consumer,APAC,Office Supplies,32.88,2,0.0,4.26,1.71,Medium
41181,Standard Class,Home Office,APAC,Office Supplies,14.76,3,0.5,-10.98,1.71,High
41182,Standard Class,Corporate,APAC,Office Supplies,22.86,3,0.0,7.47,1.71,Medium
41183,Standard Class,Corporate,APAC,Office Supplies,27.72,2,0.0,4.68,1.71,Medium
41184,Standard Class,Consumer,US,Technology,21.99,1,0.0,10.5552,1.71,Medium
41185,Second Class,Consumer,US,Office Supplies,15.552,3,0.2,5.6376,1.71,Medium
41186,Standard Class,Consumer,US,Office Supplies,15.48,3,0.2,5.6115,1.71,Medium
41187,Second Class,Corporate,US,Office Supplies,12.984,3,0.2,4.7067,1.71,Critical
41188,Standard Class,Consumer,US,Office Supplies,15.552,3,0.2,5.6376,1.71,Medium
41189,Standard Class,Consumer,US,Technology,19.99,1,0.0,6.7966,1.71,Medium
41190,Second Class,Corporate,US,Technology,19.04,4,0.2,-1.428,1.71,Medium
41191,Standard Class,Consumer,US,Office Supplies,19.432,2,0.8,-49.5516,1.71,Medium
41192,Standard Class,Corporate,US,Office Supplies,24.9,5,0.0,11.454,1.71,Low
41193,Standard Class,Consumer,US,Office Supplies,35.88,6,0.0,16.146,1.71,Medium
41194,Second Class,Consumer,US,Office Supplies,11.56,2,0.0,5.6644,1.71,High
41195,Standard Class,Consumer,Africa,Office Supplies,14.52,1,0.0,0.57,1.71,Medium
41196,Standard Class,Consumer,EMEA,Office Supplies,22.728,1,0.6,-25.572,1.71,Medium
41197,Standard Class,Consumer,Africa,Office Supplies,10.26,1,0.0,2.55,1.71,High
41198,Standard Class,Corporate,Africa,Office Supplies,44.43,1,0.0,14.64,1.71,Medium
41199,Same Day,Home Office,EMEA,Technology,19.128,1,0.6,-22.482,1.71,Medium
41200,Standard Class,Consumer,Africa,Technology,21.555,1,0.7,-18.705,1.71,Medium
41201,Standard Class,Consumer,EMEA,Office Supplies,28.02,2,0.0,10.32,1.71,Medium
41202,Second Class,Consumer,Africa,Office Supplies,53.802,2,0.7,-118.398,1.71,Medium
41203,Standard Class,Home Office,Africa,Office Supplies,23.25,1,0.0,4.41,1.71,Medium
41204,Standard Class,Consumer,EMEA,Furniture,25.344,1,0.7,-54.936,1.71,Medium
41205,Same Day,Consumer,Africa,Office Supplies,14.4,2,0.7,-27.84,1.71,High
41206,Same Day,Home Office,EMEA,Office Supplies,98.46,2,0.0,39.36,1.71,Medium
41207,First Class,Consumer,EMEA,Office Supplies,19.128,2,0.6,-26.352,1.71,Medium
41208,Standard Class,Home Office,Africa,Office Supplies,15.96,1,0.0,5.88,1.71,Medium
41209,Standard Class,Corporate,EMEA,Furniture,15.543,1,0.7,-17.637,1.71,High
41210,Standard Class,Corporate,Africa,Furniture,43.884,1,0.7,-80.466,1.71,Medium
41211,Standard Class,Consumer,LATAM,Office Supplies,74.4,8,0.0,31.2,1.71,Medium
41212,Standard Class,Home Office,LATAM,Office Supplies,42.12,2,0.4,-13.36,1.71,Medium
41213,Standard Class,Consumer,LATAM,Office Supplies,28.08,4,0.0,4.16,1.71,Medium
41214,Same Day,Corporate,LATAM,Office Supplies,15.66,3,0.0,5.58,1.71,High
41215,Standard Class,Home Office,LATAM,Office Supplies,16.92,2,0.0,7.6,1.71,Medium
41216,Standard Class,Consumer,LATAM,Furniture,22.056,1,0.4,-4.424,1.71,Medium
41217,Standard Class,Corporate,LATAM,Technology,89.76,3,0.6,-49.38,1.71,Medium
41218,Standard Class,Consumer,LATAM,Office Supplies,21.54,3,0.0,10.5,1.7,Medium
41219,Standard Class,Home Office,LATAM,Office Supplies,35.76,3,0.0,2.46,1.7,Medium
41220,Second Class,Consumer,LATAM,Office Supplies,16.512,1,0.4,-10.188,1.7,Medium
41221,Second Class,Consumer,LATAM,Office Supplies,18.76,2,0.0,7.84,1.7,Medium
41222,Standard Class,Corporate,EU,Office Supplies,21.48,2,0.0,4.26,1.7,Medium
41223,First Class,Corporate,EU,Office Supplies,13.05,1,0.0,4.68,1.7,Medium
41224,Standard Class,Consumer,EU,Office Supplies,32.025,5,0.5,-9.675,1.7,Medium
41225,Standard Class,Corporate,EU,Office Supplies,46.32,1,0.0,12.03,1.7,Medium
41226,First Class,Consumer,APAC,Office Supplies,24.246,2,0.1,-0.834,1.7,Critical
41227,Second Class,Consumer,US,Furniture,42.6,3,0.0,16.614,1.7,High
41228,Standard Class,Corporate,US,Technology,69.93,7,0.0,32.1678,1.7,Medium
41229,First Class,Consumer,US,Office Supplies,30.96,8,0.8,-52.632,1.7,Medium
41230,Standard Class,Consumer,US,Office Supplies,39.152,1,0.2,14.682,1.7,Low
41231,Standard Class,Consumer,US,Office Supplies,21.4,5,0.0,9.63,1.7,Medium
41232,Standard Class,Consumer,US,Office Supplies,17.904,2,0.2,6.2664,1.7,Medium
41233,Standard Class,Consumer,US,Office Supplies,23.968,2,0.2,2.3968,1.7,Low
41234,Standard Class,Home Office,US,Office Supplies,12.96,2,0.0,6.3504,1.7,Low
41235,Standard Class,Home Office,US,Office Supplies,23.92,4,0.0,4.0664,1.7,High
41236,Standard Class,Corporate,US,Technology,20.97,3,0.0,9.0171,1.7,Medium
41237,Standard Class,Home Office,EMEA,Office Supplies,39.816,2,0.6,-31.884,1.7,Medium
41238,Standard Class,Home Office,EMEA,Office Supplies,19.536,1,0.6,-23.454,1.7,Medium
41239,Standard Class,Corporate,EMEA,Office Supplies,27.27,1,0.0,4.62,1.7,Medium
41240,Standard Class,Home Office,Africa,Office Supplies,8.64,1,0.0,1.02,1.7,High
41241,Standard Class,Consumer,EMEA,Office Supplies,27.84,4,0.0,6.12,1.7,Medium
41242,Standard Class,Consumer,Africa,Office Supplies,14.7,2,0.0,4.5,1.7,High
41243,Standard Class,Corporate,LATAM,Office Supplies,24.0,3,0.0,7.44,1.7,Medium
41244,Standard Class,Corporate,LATAM,Furniture,44.752,1,0.2,-0.568,1.7,Medium
41245,Standard Class,Consumer,LATAM,Office Supplies,13.18,1,0.0,0.64,1.7,Low
41246,First Class,Consumer,LATAM,Office Supplies,11.32,2,0.0,2.68,1.69,Medium
41247,Standard Class,Home Office,LATAM,Office Supplies,22.04,2,0.0,10.32,1.69,Medium
41248,Standard Class,Consumer,LATAM,Office Supplies,46.4,4,0.0,1.36,1.69,Medium
41249,Standard Class,Consumer,LATAM,Office Supplies,23.94,3,0.0,10.26,1.69,Medium
41250,Standard Class,Consumer,LATAM,Office Supplies,46.02,3,0.0,20.7,1.69,Medium
41251,Standard Class,Home Office,LATAM,Office Supplies,33.42,3,0.0,3.96,1.69,High
41252,Standard Class,Consumer,LATAM,Office Supplies,20.24,2,0.0,3.2,1.69,Medium
41253,Standard Class,Consumer,LATAM,Office Supplies,18.66,3,0.0,7.26,1.69,High
41254,Standard Class,Consumer,EU,Office Supplies,16.71,1,0.0,3.15,1.69,Medium
41255,Standard Class,Corporate,EU,Office Supplies,40.74,2,0.0,18.72,1.69,Medium
41256,Standard Class,Home Office,EU,Office Supplies,53.64,3,0.0,14.4,1.69,Medium
41257,Standard Class,Home Office,EU,Office Supplies,27.243,1,0.1,7.263,1.69,Medium
41258,Standard Class,Consumer,EU,Office Supplies,30.024,2,0.1,12.984,1.69,Medium
41259,Standard Class,Home Office,APAC,Office Supplies,37.38,2,0.0,1.08,1.69,Medium
41260,Standard Class,Corporate,APAC,Office Supplies,42.903,7,0.1,17.073,1.69,Medium
41261,Same Day,Consumer,APAC,Furniture,27.813,2,0.27,-5.727,1.69,Medium
41262,Standard Class,Consumer,APAC,Office Supplies,45.684,2,0.1,4.524,1.69,Medium
41263,Standard Class,Home Office,APAC,Office Supplies,31.482,2,0.1,7.662,1.69,Medium
41264,Standard Class,Consumer,US,Office Supplies,21.744,3,0.2,6.795,1.69,Medium
41265,Standard Class,Consumer,US,Office Supplies,32.76,7,0.2,3.6855,1.69,Medium
41266,Standard Class,Consumer,US,Office Supplies,21.38,5,0.8,-33.139,1.69,Medium
41267,Second Class,Corporate,US,Office Supplies,20.928,4,0.2,7.5864,1.69,Medium
41268,Same Day,Home Office,US,Technology,7.992,1,0.2,2.6973,1.69,High
41269,Standard Class,Home Office,US,Office Supplies,8.82,3,0.0,2.3814,1.69,Low
41270,Standard Class,Consumer,US,Office Supplies,38.976,3,0.2,-2.436,1.69,Medium
41271,Standard Class,Consumer,US,Office Supplies,61.06,2,0.0,28.0876,1.69,Medium
41272,Standard Class,Corporate,US,Office Supplies,21.488,2,0.2,1.6116,1.69,Medium
41273,Standard Class,Consumer,US,Office Supplies,23.472,3,0.2,8.802,1.69,Medium
41274,Standard Class,Consumer,US,Office Supplies,16.24,1,0.0,2.436,1.69,Low
41275,First Class,Corporate,US,Office Supplies,11.88,2,0.0,5.346,1.69,High
41276,Standard Class,Home Office,Africa,Office Supplies,32.28,2,0.0,14.16,1.69,Medium
41277,Standard Class,Consumer,EMEA,Office Supplies,57.39,1,0.0,3.99,1.69,Medium
41278,First Class,Consumer,EMEA,Office Supplies,6.048,2,0.7,-4.872,1.69,Critical
41279,Standard Class,Corporate,Africa,Office Supplies,47.49,1,0.0,3.78,1.69,Medium
41280,Standard Class,Corporate,Canada,Office Supplies,22.8,2,0.0,3.42,1.69,Medium
41281,Second Class,Consumer,Africa,Office Supplies,17.49,1,0.0,2.07,1.69,High
41282,Standard Class,Consumer,EMEA,Office Supplies,43.368,2,0.6,-42.312,1.69,Medium
41283,Standard Class,Consumer,Africa,Office Supplies,46.41,1,0.0,21.81,1.69,Medium
41284,First Class,Consumer,EMEA,Office Supplies,20.1,2,0.0,9.84,1.69,Medium
41285,Second Class,Consumer,Africa,Office Supplies,18.639,1,0.7,-40.401,1.69,Medium
41286,Second Class,Corporate,LATAM,Office Supplies,21.5,5,0.0,9.0,1.69,Medium
41287,Standard Class,Consumer,LATAM,Office Supplies,18.0,2,0.0,3.24,1.69,High
41288,Standard Class,Consumer,LATAM,Furniture,22.788,3,0.4,3.768,1.69,Medium
41289,Same Day,Corporate,LATAM,Office Supplies,35.22,5,0.4,-2.38,1.69,Medium
41290,First Class,Corporate,LATAM,Office Supplies,17.48,2,0.0,0.0,1.68,High
41291,Standard Class,Corporate,LATAM,Office Supplies,16.128,6,0.4,1.008,1.68,Medium
41292,Standard Class,Consumer,LATAM,Office Supplies,19.8,5,0.4,-2.7,1.68,Medium
41293,Standard Class,Corporate,LATAM,Office Supplies,20.376,3,0.4,-7.824,1.68,Medium
41294,Second Class,Consumer,LATAM,Office Supplies,21.48,2,0.0,5.76,1.68,Medium
41295,Standard Class,Consumer,LATAM,Furniture,22.716,3,0.4,-2.304,1.68,Medium
41296,Standard Class,Consumer,EU,Office Supplies,33.3,6,0.5,-17.46,1.68,Medium
41297,Standard Class,Home Office,EU,Office Supplies,113.04,4,0.0,23.64,1.68,Medium
41298,Second Class,Consumer,EU,Office Supplies,18.0,3,0.0,3.78,1.68,Medium
41299,Standard Class,Consumer,EU,Office Supplies,91.98,6,0.0,4.5,1.68,Medium
41300,Standard Class,Consumer,EU,Office Supplies,20.19,1,0.0,6.66,1.68,Medium
41301,Standard Class,Corporate,EU,Office Supplies,21.15,3,0.0,6.75,1.68,Medium
41302,Standard Class,Corporate,EU,Office Supplies,28.56,2,0.0,3.12,1.68,Medium
41303,Standard Class,Consumer,APAC,Office Supplies,77.67,3,0.5,-62.19,1.68,Medium
41304,Standard Class,Home Office,APAC,Office Supplies,33.21,3,0.0,0.27,1.68,Medium
41305,Standard Class,Corporate,APAC,Office Supplies,22.86,2,0.0,5.46,1.68,Medium
41306,Standard Class,Corporate,APAC,Office Supplies,33.9,5,0.0,16.5,1.68,Medium
41307,Standard Class,Home Office,APAC,Office Supplies,13.38,2,0.5,-1.62,1.68,High
41308,First Class,Corporate,APAC,Furniture,17.3886,1,0.27,3.3186,1.68,Medium
41309,Second Class,Home Office,APAC,Office Supplies,25.8,4,0.0,2.76,1.68,Medium
41310,Standard Class,Consumer,US,Office Supplies,15.42,1,0.0,4.1634,1.68,High
41311,Standard Class,Consumer,US,Office Supplies,43.04,8,0.0,21.0896,1.68,High
41312,Standard Class,Consumer,US,Office Supplies,35.0,7,0.0,16.8,1.68,Medium
41313,Second Class,Consumer,US,Office Supplies,15.648,2,0.2,5.0856,1.68,Medium
41314,Standard Class,Corporate,US,Office Supplies,15.552,3,0.2,5.4432,1.68,Medium
41315,Standard Class,Corporate,US,Technology,124.792,1,0.2,15.599,1.68,Medium
41316,Standard Class,Consumer,US,Office Supplies,16.91,1,0.0,4.5657,1.68,Medium
41317,Second Class,Consumer,US,Office Supplies,23.88,6,0.0,11.2236,1.68,Medium
41318,Standard Class,Consumer,US,Office Supplies,19.44,3,0.0,9.3312,1.68,Medium
41319,Second Class,Consumer,US,Technology,9.588,2,0.4,-2.0774,1.68,High
41320,Standard Class,Corporate,US,Technology,36.0,2,0.0,6.48,1.68,Medium
41321,Standard Class,Corporate,US,Office Supplies,25.92,4,0.0,12.4416,1.68,Medium
41322,Standard Class,Consumer,US,Office Supplies,40.24,5,0.2,13.078,1.68,Medium
41323,Second Class,Corporate,US,Office Supplies,9.82,2,0.0,4.8118,1.68,High
41324,Second Class,Consumer,US,Office Supplies,21.696,4,0.2,7.0512,1.68,Medium
41325,Standard Class,Corporate,EMEA,Office Supplies,17.19,1,0.0,6.51,1.68,Medium
41326,Standard Class,Consumer,Africa,Office Supplies,14.28,1,0.0,6.54,1.68,Medium
41327,Standard Class,Consumer,EMEA,Technology,218.544,4,0.6,-327.816,1.68,Medium
41328,Standard Class,Consumer,Africa,Office Supplies,15.48,1,0.0,2.61,1.68,Medium
41329,Standard Class,Consumer,EMEA,Office Supplies,19.56,4,0.0,4.68,1.68,Medium
41330,First Class,Corporate,Africa,Office Supplies,8.703,1,0.7,-8.427,1.68,Medium
41331,First Class,Consumer,Africa,Office Supplies,19.35,1,0.0,8.7,1.68,Medium
41332,First Class,Consumer,Africa,Office Supplies,13.5,1,0.0,5.4,1.68,High
41333,Standard Class,Consumer,EMEA,Office Supplies,79.38,1,0.6,-29.79,1.68,Medium
41334,Standard Class,Consumer,EMEA,Technology,65.31,1,0.0,18.93,1.68,Medium
41335,Standard Class,Home Office,EMEA,Office Supplies,13.65,1,0.0,1.89,1.68,High
41336,Second Class,Home Office,EMEA,Office Supplies,11.34,1,0.0,1.8,1.68,Medium
41337,Standard Class,Consumer,Africa,Office Supplies,30.24,2,0.0,10.86,1.68,Medium
41338,Second Class,Corporate,Africa,Office Supplies,17.4,1,0.0,1.56,1.68,Medium
41339,Standard Class,Consumer,EMEA,Furniture,25.2,1,0.0,9.57,1.68,Medium
41340,Standard Class,Consumer,EMEA,Furniture,19.548,1,0.6,-7.332,1.68,Medium
41341,Standard Class,Consumer,LATAM,Office Supplies,17.76,1,0.0,2.48,1.68,Medium
41342,Standard Class,Home Office,LATAM,Technology,22.704,2,0.4,-12.896,1.68,Medium
41343,First Class,Corporate,LATAM,Office Supplies,14.88,2,0.0,2.2,1.68,Medium
41344,Standard Class,Consumer,LATAM,Office Supplies,12.3,3,0.0,4.92,1.67,High
41345,Standard Class,Corporate,LATAM,Office Supplies,15.2,4,0.0,2.24,1.67,Medium
41346,First Class,Home Office,LATAM,Office Supplies,12.32,2,0.0,1.44,1.67,Medium
41347,Standard Class,Consumer,LATAM,Office Supplies,52.704,3,0.4,-0.936,1.67,Medium
41348,Standard Class,Consumer,LATAM,Furniture,50.4,3,0.0,14.58,1.67,Medium
41349,Standard Class,Consumer,LATAM,Office Supplies,28.584,6,0.4,-12.936,1.67,Medium
41350,Standard Class,Consumer,LATAM,Office Supplies,18.52,1,0.0,8.32,1.67,Medium
41351,Standard Class,Home Office,LATAM,Office Supplies,9.74,1,0.0,3.5,1.67,High
41352,Standard Class,Corporate,EU,Office Supplies,27.36,4,0.0,5.64,1.67,Medium
41353,Standard Class,Consumer,EU,Office Supplies,39.78,3,0.0,12.69,1.67,Medium
41354,First Class,Consumer,EU,Office Supplies,16.86,1,0.0,6.06,1.67,High
41355,Second Class,Corporate,EU,Office Supplies,82.944,4,0.1,1.824,1.67,Medium
41356,Standard Class,Consumer,EU,Office Supplies,33.6,2,0.0,12.42,1.67,Medium
41357,Standard Class,Home Office,EU,Office Supplies,90.36,2,0.0,27.06,1.67,Medium
41358,Standard Class,Consumer,APAC,Office Supplies,51.051,2,0.45,-38.109,1.67,Medium
41359,First Class,Consumer,APAC,Office Supplies,8.5407,1,0.17,2.3607,1.67,Critical
41360,Standard Class,Corporate,APAC,Office Supplies,51.12,4,0.0,0.0,1.67,Medium
41361,Standard Class,Corporate,APAC,Office Supplies,25.26,2,0.0,0.0,1.67,High
41362,Second Class,Consumer,APAC,Office Supplies,18.09,3,0.0,0.54,1.67,Medium
41363,Second Class,Home Office,APAC,Office Supplies,21.6,3,0.0,9.27,1.67,High
41364,Standard Class,Consumer,APAC,Office Supplies,23.01,1,0.0,0.45,1.67,Medium
41365,Standard Class,Consumer,US,Office Supplies,69.712,2,0.2,8.714,1.67,Medium
41366,Standard Class,Home Office,US,Furniture,22.2,6,0.0,9.102,1.67,Low
41367,Same Day,Consumer,US,Office Supplies,10.86,3,0.0,5.1042,1.67,High
41368,Standard Class,Consumer,US,Office Supplies,17.456,2,0.2,5.8914,1.67,Medium
41369,Second Class,Consumer,US,Office Supplies,43.92,5,0.2,15.921,1.67,Medium
41370,Second Class,Consumer,US,Furniture,20.096,4,0.2,3.0144,1.67,Medium
41371,Standard Class,Corporate,US,Office Supplies,12.06,5,0.7,-10.05,1.67,Low
41372,Standard Class,Consumer,US,Office Supplies,22.75,7,0.0,6.5975,1.67,Medium
41373,Standard Class,Consumer,Africa,Office Supplies,10.8,1,0.0,2.79,1.67,High
41374,Standard Class,Consumer,EMEA,Office Supplies,21.36,2,0.6,-17.1,1.67,Medium
41375,Standard Class,Corporate,Africa,Office Supplies,60.75,1,0.0,29.76,1.67,Medium
41376,Standard Class,Corporate,Africa,Office Supplies,10.74,1,0.0,3.96,1.67,Low
41377,Standard Class,Consumer,EMEA,Furniture,12.624,1,0.6,-15.156,1.67,Low
41378,Standard Class,Consumer,EMEA,Office Supplies,22.152,2,0.6,-28.848,1.67,Medium
41379,Standard Class,Consumer,EMEA,Furniture,41.52,2,0.6,-39.48,1.67,Medium
41380,Second Class,Consumer,Canada,Office Supplies,31.92,2,0.0,11.76,1.67,Medium
41381,Standard Class,Consumer,Africa,Office Supplies,25.05,1,0.0,1.5,1.67,Medium
41382,Standard Class,Consumer,Africa,Office Supplies,25.38,1,0.0,8.37,1.67,Medium
41383,Standard Class,Consumer,EMEA,Furniture,20.1,1,0.6,-17.61,1.67,Medium
41384,Standard Class,Consumer,Africa,Technology,21.879,1,0.7,-21.171,1.67,Medium
41385,First Class,Corporate,Africa,Technology,29.49,1,0.0,3.81,1.67,Medium
41386,First Class,Consumer,EMEA,Office Supplies,45.24,4,0.0,3.96,1.67,Medium
41387,Standard Class,Consumer,EMEA,Office Supplies,38.664,1,0.7,-81.216,1.67,Medium
41388,Standard Class,Consumer,LATAM,Office Supplies,15.624,3,0.4,2.304,1.67,High
41389,Standard Class,Consumer,LATAM,Office Supplies,24.0,3,0.0,3.84,1.67,Medium
41390,Standard Class,Corporate,LATAM,Office Supplies,33.552,6,0.4,2.232,1.66,Medium
41391,Standard Class,Consumer,LATAM,Office Supplies,12.78,3,0.4,-1.92,1.66,Low
41392,Standard Class,Corporate,LATAM,Office Supplies,52.56,2,0.0,12.08,1.66,Medium
41393,Standard Class,Corporate,LATAM,Office Supplies,20.78,1,0.0,6.84,1.66,Medium
41394,Standard Class,Home Office,EU,Office Supplies,60.42,2,0.0,9.66,1.66,Medium
41395,Standard Class,Consumer,EU,Office Supplies,47.94,2,0.0,0.9,1.66,Medium
41396,Standard Class,Consumer,EU,Office Supplies,32.25,5,0.0,8.25,1.66,Medium
41397,Standard Class,Corporate,EU,Office Supplies,41.49,3,0.0,6.57,1.66,Medium
41398,First Class,Corporate,EU,Office Supplies,13.32,2,0.5,-2.4,1.66,High
41399,Standard Class,Consumer,EU,Office Supplies,41.04,3,0.0,12.24,1.66,Medium
41400,Standard Class,Consumer,EU,Office Supplies,48.66,1,0.0,22.86,1.66,Medium
41401,Standard Class,Home Office,EU,Office Supplies,20.952,2,0.4,-12.948,1.66,Medium
41402,First Class,Home Office,EU,Office Supplies,26.04,2,0.0,8.04,1.66,Medium
41403,Standard Class,Corporate,APAC,Office Supplies,22.74,2,0.0,11.34,1.66,Medium
41404,Standard Class,Consumer,APAC,Office Supplies,31.425,5,0.5,-30.225,1.66,Medium
41405,Standard Class,Corporate,APAC,Office Supplies,11.259,3,0.1,1.539,1.66,Low
41406,Standard Class,Consumer,APAC,Office Supplies,21.06,3,0.0,8.82,1.66,Medium
41407,Same Day,Consumer,APAC,Office Supplies,21.456,4,0.4,-6.144,1.66,High
41408,Standard Class,Consumer,APAC,Office Supplies,28.4607,3,0.17,10.2807,1.66,Medium
41409,Second Class,Consumer,APAC,Office Supplies,13.44,2,0.0,6.0,1.66,Medium
41410,Standard Class,Consumer,APAC,Office Supplies,30.213,3,0.1,10.053,1.66,Medium
41411,Standard Class,Consumer,APAC,Office Supplies,31.518,3,0.15,12.168,1.66,Medium
41412,Standard Class,Consumer,APAC,Technology,18.432,1,0.4,0.612,1.66,Medium
41413,First Class,Consumer,US,Technology,38.04,2,0.0,12.1728,1.66,High
41414,Standard Class,Consumer,US,Furniture,33.11,7,0.0,12.9129,1.66,Medium
41415,Second Class,Consumer,US,Furniture,722.352,3,0.2,90.294,1.66,Medium
41416,Standard Class,Consumer,US,Furniture,60.72,3,0.0,26.1096,1.66,Medium
41417,Second Class,Consumer,US,Office Supplies,20.544,6,0.2,6.42,1.66,High
41418,Standard Class,Home Office,US,Furniture,33.48,4,0.0,8.7048,1.66,Medium
41419,Second Class,Consumer,US,Office Supplies,12.42,3,0.0,5.2164,1.66,High
41420,Standard Class,Corporate,US,Office Supplies,15.96,7,0.0,7.0224,1.66,Medium
41421,Standard Class,Corporate,US,Office Supplies,20.608,2,0.2,-4.3792,1.66,Medium
41422,Standard Class,Consumer,US,Office Supplies,38.256,3,0.2,4.782,1.66,Medium
41423,Standard Class,Home Office,US,Office Supplies,119.1,3,0.0,34.539,1.66,Medium
41424,Standard Class,Home Office,US,Technology,21.21,7,0.0,4.4541,1.66,Medium
41425,Standard Class,Home Office,US,Office Supplies,38.88,6,0.0,18.6624,1.66,Medium
41426,Standard Class,Consumer,US,Office Supplies,18.496,4,0.2,6.7048,1.66,High
41427,Standard Class,Consumer,US,Office Supplies,18.336,2,0.7,-12.224,1.66,Medium
41428,Standard Class,Home Office,US,Office Supplies,9.84,3,0.0,2.8536,1.66,High
41429,Standard Class,Consumer,Africa,Technology,43.02,1,0.0,14.19,1.66,Medium
41430,Standard Class,Consumer,EMEA,Furniture,19.512,1,0.6,-22.938,1.66,Medium
41431,Standard Class,Consumer,EMEA,Office Supplies,14.94,1,0.6,-17.94,1.66,Medium
41432,Standard Class,Consumer,Africa,Office Supplies,25.23,1,0.0,6.54,1.66,Medium
41433,Standard Class,Corporate,Africa,Office Supplies,45.18,1,0.0,13.53,1.66,Medium
41434,Standard Class,Consumer,EMEA,Office Supplies,16.98,1,0.0,2.88,1.66,High
41435,Second Class,Home Office,Africa,Office Supplies,9.75,1,0.0,3.21,1.66,High
41436,Standard Class,Consumer,LATAM,Office Supplies,16.32,4,0.0,6.96,1.66,High
41437,Standard Class,Corporate,LATAM,Office Supplies,19.04,2,0.0,6.08,1.66,Medium
41438,Standard Class,Consumer,LATAM,Furniture,32.664,2,0.4,-8.736,1.66,Low
41439,First Class,Consumer,LATAM,Office Supplies,18.54,3,0.0,2.94,1.65,High
